"Package","Version","CRANRelease","SnapshotFirstDate","SnapshotLastDate","Depends","Imports","License","Suggests"
"paleofire","1.1-2","2014-03-15 05:38:03","2014-03-18","2014-05-23","R(>= 2.10.0), methods, GCD, rworldmap","locfit, gtools, caTools, pscl, Imap, RCurl, devtools, raster, sp, rgdal, ggplot2, lattice, RColorBrewer, agricolae","GPL (>= 2)",
"paleofire","1.1.3","2014-05-22 22:16:53","2014-05-24","2014-11-19","R(>= 2.10.0), methods, GCD, rworldmap","locfit, gtools, caTools, pscl, Imap, RCurl, devtools, raster, sp, rgdal, ggplot2, lattice, RColorBrewer, agricolae, plyr","GPL (>= 2)",
"paleofire","1.1.4","2014-11-18 15:55:20","2014-11-20","2014-12-01","R(>= 2.10.0), methods, GCD, rworldmap","locfit, gtools, caTools, Imap, raster, rgdal, ggplot2, lattice, RColorBrewer, plyr, sp, pscl, agricolae","GPL (>= 2)",
"paleofire","1.1.5","2014-12-01 18:09:31","2014-12-04","2015-04-20","R(>= 2.10.0), methods, GCD","locfit, raster, ggplot2, plyr, rgdal, lattice","GPL (>= 2)","gtools,caTools,pscl,agricolae,Imap,sp,rworldmap,RColorBrewer"
"paleotree","1.8.1","2013-04-04 09:08:26","2013-09-03","2013-09-06","R (>= 2.15.0), ape","phangorn","GPL (>= 2)",
"paleotree","1.8.2","2013-09-04 23:17:48","2013-09-07","2014-01-06","R (>= 3.0.0), ape","phangorn","GPL (>= 2)",
"paleotree","1.9","2014-01-03 07:45:39","2014-01-07","2014-02-07","R (>= 3.0.0), ape","phangorn","GPL (>= 2)",
"paleotree","2.0","2014-02-04 10:35:31","2014-02-08","2014-08-18","R (>= 3.0.0), ape","phangorn","GPL (>= 2)",
"paleotree","2.1","2014-08-16 09:55:55","2014-08-19","2014-09-19","R (>= 3.0.0), ape","phangorn","GPL (>= 2)",
"paleotree","2.2","2014-09-18 09:56:16","2014-09-20","2015-01-19","R (>= 3.0.0), ape","phangorn","GPL (>= 2)",
"paleotree","2.3","2015-01-16 18:12:15","2015-01-20","2015-04-20","R (>= 3.0.0), ape","phangorn","GPL (>= 2)",
"palinsol","0.92","2014-04-04 17:34:40","2014-04-08","2015-04-20","R (>= 2.10), stats, gsl",,"file LICENSE",
"pamctdp","0.3.0","2013-10-10 00:29:07","2013-10-17","2013-12-16","R (>= 2.7.0), ade4, xtable,FactoClass",,"GPL (>= 2)",
"pamctdp","0.3.1","2015-02-04 16:02:24","2015-02-07","2015-04-20","R (>= 2.7.0), ade4, xtable,FactoClass",,"GPL (>= 2)",
"pamm","0.7","2012-10-29 08:59:23","2013-09-03","2015-04-20","R (>= 2.4.0),lme4, mvtnorm, gmodels",,"GPL (>= 2)","rgl"
"pampe","1.0","2015-02-13 20:49:41","2015-02-19","2015-04-20","leaps",,"GPL-2",
"pamr","1.54.1","2013-07-24 10:16:39","2013-09-03","2014-08-29","R (>= 2.10), cluster, survival",,"GPL-2",
"pamr","1.55","2014-08-27 07:27:31","2014-08-30","2015-04-20","R (>= 2.10), cluster, survival",,"GPL-2",
"pan","0.7","2013-04-17 07:31:57","2013-09-03","2013-09-30",,,"file LICENSE","mitools, lme4"
"pan","0.9","2013-09-27 19:12:36","2013-10-01","2015-02-11",,,"MIT + file LICENSE","mitools, lme4"
"pan","1.3","2015-02-10 23:56:32","2015-02-12","2015-04-20",,,"Unlimited","mitools, lme4"
"pander","0.3.7","2013-05-27 14:55:34","2013-09-03","2013-09-13","R (>= 2.15.0)","methods, digest","AGPL-3","grid, lattice, ggplot2 (>= 0.9.2)"
"pander","0.3.8","2013-09-12 09:19:46","2013-09-14","2014-11-03","R (>= 2.15.0)","methods, digest, tools","AGPL-3","grid, lattice, ggplot2 (>= 0.9.2)"
"pander","0.5.1","2014-10-29 10:02:42","2014-11-04","2015-04-20","R (>= 2.15.0)","methods, digest, tools, Rcpp","AGPL-3 | file LICENSE","grid, lattice, ggplot2 (>= 0.9.2), koRpus, survival, microbenchmark, zoo, nlme, descr, MASS, knitr"
"panelAR","0.1","2014-02-27 16:15:31","2014-03-01","2015-04-20","R (>= 2.15.0)","car","GPL (>= 2)",
"panelaggregation","0.1","2014-12-03 17:25:50","2014-12-06","2015-04-20","R (>= 3.0.0), data.table (>= 1.9.4)",,"GPL-2",
"papeR","0.3","2013-08-07 17:56:16","2013-09-03","2013-09-16","car, nlme, lme4, survival, utils, gmodels",,"GPL-2",
"papeR","0.4-0","2013-09-13 11:27:25","2013-09-17","2014-11-14","car, nlme, lme4, survival, utils","gmodels","GPL-2",
"papeR","0.5-0","2014-11-14 00:59:47","2014-11-15","2015-03-16","utils, car","gmodels","GPL-2",
"parallelMCMCcombine","1.0","2014-06-20 08:03:29","2014-06-24","2015-04-20","mvtnorm",,"GPL (>= 2)",
"parallelMap","1.0-83","2013-08-29 07:47:25","2013-09-03","2014-07-04","R (>= 3.0.0)","BBmisc (>= 1.3-64)","BSD_3_clause + file LICENSE","testthat, parallel, Rmpi, BatchJobs"
"parallelMap","1.1","2014-07-03 16:09:49","2014-07-05","2015-02-04","R (>= 3.0.0)","BBmisc (>= 1.7), checkmate (>= 1.1), fail (>= 1.2)","BSD_3_clause + file LICENSE","testthat, parallel, Rmpi, BatchJobs (>= 1.2)"
"parallelMap","1.2","2015-02-03 06:38:37","2015-02-05","2015-04-20","R (>= 3.0.0)","BBmisc (>= 1.8), checkmate (>= 1.5.1), parallel","BSD_3_clause + file LICENSE","testthat, Rmpi, BatchJobs (>= 1.5)"
"parallelize.dynamic","0.9-1","2013-05-22 20:25:35","2013-09-03","2015-04-20","methods, tools, parallel",,"LGPL",
"paramlink","0.9-1","2013-04-15 08:11:30","2013-09-03","2014-04-02","R (>= 3.0), kinship2",,"GPL (>= 2)",
"paramlink","0.9-6","2014-04-01 11:52:52","2014-04-03","2015-04-20","R (>= 3.0), kinship2","maxLik","GPL (>= 2)",
"paran","1.5.1","2012-09-10 08:41:57","2013-09-03","2015-04-20","R (>= 1.8.0), MASS",,"GPL-2",
"parboost","0.1.2","2013-10-17 23:28:23","2013-10-19","2014-03-03","R (>= 3.0.1), parallel, mboost, party, iterators","plyr, caret, glmnet, doParallel","GPL-2",
"parboost","0.1.3","2014-03-03 00:54:31","2014-03-04","2015-04-20","R (>= 3.0.1), parallel, mboost, party, iterators","plyr, caret, glmnet, doParallel","GPL-2",
"parcor","0.2-4","2013-08-20 16:13:54","2013-09-03","2014-08-15","MASS, glmnet, ppls, Epi, GeneNet",,"GPL (>= 2)",
"parcor","0.2-5","2014-08-14 10:21:38","2014-08-16","2014-09-05","MASS, glmnet, ppls, Epi, GeneNet",,"GPL (>= 2)",
"parcor","0.2-6","2014-09-04 13:43:30","2014-09-06","2015-04-20","MASS, glmnet, ppls, Epi, GeneNet",,"GPL (>= 2)",
"parfm","2.5.3","2013-05-18 17:35:43","2013-09-03","2014-03-28","survival, eha, msm, R (>= 2.10)",,"GPL-2",
"parfm","2.5.6","2014-03-26 14:20:52","2014-03-29","2015-03-04","survival, eha, msm, R (>= 2.10)",,"GPL-2",
"parfossil","0.2.0","2012-10-29 08:59:23","2013-09-03","2015-04-20","fossil, foreach",,"GPL (>= 2)",
"parma","1.03","2013-01-09 20:54:12","2013-09-03","2014-02-24","methods, nloptr, Rglpk, quadprog",,"GPL-3","truncnorm, timeSeries"
"parma","1.5-1","2014-02-23 22:41:43","2014-02-25","2015-04-20","R (>= 2.10), methods, nloptr","slam, Rglpk, quadprog, FRAPO, corpcor, parallel","GPL-3","truncnorm, xts, Rsymphony"
"parmigene","1.0.2","2012-07-23 21:57:04","2013-09-03","2015-04-20",,,"AGPL-3",
"parsedate","1.0.2","2014-08-28 13:12:42","2014-08-30","2014-09-01","methods","lubridate","GPL-2","testthat"
"parsedate","1.0.3","2014-08-30 23:09:58","2014-09-02","2014-09-24","methods","lubridate","GPL-2","testthat"
"parsedate","1.1.1","2014-09-24 00:36:24","2014-09-25","2015-04-20","methods",,"GPL-2","testthat"
"parspatstat","0.1-4","2013-08-23 20:58:53","2013-09-03","2014-08-22","R (>= 2.14.0), Rmpi (>= 0.6-3), spatstat (>= 1.31-1), methods",,"GPL-2",
"partDSA","0.8.5","2013-02-06 08:08:50","2013-09-03","2013-09-27","R (>= 2.5), survival",,"GPL-2","nws, MASS, ipred, VGAM"
"partDSA","0.8.6","2013-09-26 23:40:49","2013-09-28","2014-03-07","R (>= 2.5), survival",,"GPL-2","parallel, MASS, TH.data, VGAM"
"partDSA","0.9.10","2015-02-19 00:22:46","2015-02-24","2015-04-20","R (>= 2.5), survival",,"GPL-2","parallel, MASS, TH.data, VGAM"
"partDSA","0.9.5","2014-03-05 19:01:25","2014-03-08","2015-01-16","R (>= 2.5), survival",,"GPL-2","parallel, MASS, TH.data, VGAM"
"partialAR","1.0.3","2015-01-29 00:25:13","2015-01-31","2015-02-06",,"Rcpp (>= 0.11.2), zoo, parallel, ggplot2, grid, MASS, tseries, data.table, FKF, urca, plot3D","GPL-2 | GPL-3","egcm, TTR"
"partialAR","1.0.5","2015-02-04 09:11:54","2015-02-07","2015-04-20",,"Rcpp (>= 0.11.2), zoo, parallel, ggplot2, grid, MASS, tseries, data.table, FKF, urca, plot3D","GPL-2 | GPL-3","egcm, TTR"
"partialOR","0.9","2013-01-03 11:56:55","2013-09-03","2015-04-20","nnet",,"GPL (>= 2)",
"partitionMap","0.5","2013-01-18 15:55:13","2013-09-03","2015-04-20","randomForest","stats, graphics","GPL",
"partitionMetric","1.0","2012-10-29 08:59:23","2013-09-03","2014-03-03","R (>= 2.10.1)",,"BSD",
"partitionMetric","1.1","2014-03-02 14:03:32","2014-03-04","2015-04-20","R (>= 2.10.1)",,"BSD_2_clause + file LICENSE",
"partitions","1.9-13","2013-01-21 12:29:43","2013-09-03","2013-12-09","polynom,gmp",,"GPL",
"partitions","1.9-15","2013-12-08 20:35:30","2013-12-10","2015-04-20",,"gmp, polynom","GPL",
"partsm","1.1","2012-04-25 15:21:01","2013-09-03","2014-03-31","R (>= 2.0.0), methods",,"GPL-2",
"partsm","1.1-2","2014-03-30 21:50:37","2014-04-03","2015-04-20","R (>= 2.0.0)","methods","GPL-2",
"party","1.0-10","2013-10-24 14:14:04","2013-10-26","2013-12-16","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin","GPL-2","TH.data, mlbench, colorspace, MASS, mvtnorm, vcd"
"party","1.0-11","2013-12-14 11:52:19","2013-12-17","2014-01-20","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin","GPL-2","TH.data, mlbench, colorspace, MASS, mvtnorm, vcd"
"party","1.0-12","2014-01-17 20:22:55","2014-01-21","2014-02-03","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin","GPL-2","TH.data (>= 1.0-3), mlbench, colorspace, MASS, mvtnorm, vcd"
"party","1.0-13","2014-02-01 10:10:59","2014-02-04","2014-06-02","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin","GPL-2","TH.data (>= 1.0-3), mlbench, colorspace, MASS, mvtnorm, vcd"
"party","1.0-14","2014-05-30 16:08:57","2014-06-03","2014-07-02","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin","GPL-2","TH.data (>= 1.0-3), mlbench, colorspace, MASS, mvtnorm, vcd, ipred"
"party","1.0-15","2014-06-30 14:11:16","2014-07-03","2014-08-20","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin","GPL-2","TH.data (>= 1.0-3), mlbench, colorspace, MASS, mvtnorm, vcd, ipred"
"party","1.0-16","2014-08-19 22:38:19","2014-08-21","2014-09-19","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin","GPL-2","TH.data (>= 1.0-3), mlbench, colorspace, MASS, mvtnorm, vcd, ipred"
"party","1.0-17","2014-09-17 18:30:49","2014-09-20","2014-11-12","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin (>= 1.0-24)","GPL-2","TH.data (>= 1.0-3), mlbench, colorspace, MASS, mvtnorm, vcd, ipred"
"party","1.0-18","2014-11-10 10:20:09","2014-11-13","2014-12-19","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin (>= 1.0-24)","GPL-2","TH.data (>= 1.0-3), mlbench, colorspace, MASS, mvtnorm, vcd, ipred"
"party","1.0-19","2014-12-18 16:18:34","2014-12-20","2015-02-20","R (>= 2.14.0), methods, grid, stats, mvtnorm (>= 1.0-2), modeltools (>= 0.2-21), strucchange","survival, coin (>= 1.0-24), zoo, sandwich (>= 1.1-1)","GPL-2","TH.data (>= 1.0-3), mlbench, colorspace, MASS, vcd, ipred"
"party","1.0-20","2015-02-24 15:29:40","2015-02-21","2015-04-20","R (>= 2.14.0), methods, grid, stats, mvtnorm (>= 1.0-2), modeltools (>= 0.2-21), strucchange","survival (>= 2.37-7), coin (>= 1.0-24), zoo, sandwich (>= 1.1-1)","GPL-2","TH.data (>= 1.0-3), mlbench, colorspace, MASS, vcd, ipred"
"party","1.0-8","2013-07-11 10:01:34","2013-09-03","2013-09-04","R (>= 2.14.0), methods, survival, grid, modeltools (>= 0.2-19), coin (>= 1.0-0), zoo, sandwich (>= 1.1-1), strucchange, vcd, stats",,"GPL-2","ipred, mlbench, colorspace, MASS, mvtnorm"
"party","1.0-9","2013-09-02 14:35:01","2013-09-05","2013-10-25","R (>= 2.14.0), methods, grid, zoo, sandwich (>= 1.1-1), strucchange, stats, modeltools (>= 0.2-21)","survival, coin","GPL-2","TH.data, mlbench, colorspace, MASS, mvtnorm, vcd"
"partykit","0.1-5","2013-03-22 10:44:38","2013-09-03","2013-09-04","R (>= 2.5.0), graphics, stats, grid","survival","GPL-2","XML, pmml, mlbench, RWeka, rJava, rpart, mvtnorm, Formula, ipred"
"partykit","0.1-6","2013-09-03 20:37:19","2013-09-05","2014-03-28","R (>= 2.5.0), graphics, stats, grid","survival, RWeka (>= 0.4-19)","GPL-2","XML, pmml, mlbench, rJava, rpart, mvtnorm, Formula, TH.data"
"partykit","0.8-0","2014-03-27 14:14:43","2014-03-29","2014-09-10","R (>= 2.15.0), graphics, grid","stats, survival","GPL-2 | GPL-3","XML, pmml, rJava, rpart, mvtnorm, Formula, sandwich, strucchange, vcd, AER, mlbench, TH.data (>= 1.0-3), coin, RWeka (>= 0.4-19), mvpart, datasets, psychotools, psychotree"
"partykit","0.8-1","2014-09-08 13:21:05","2014-09-11","2014-09-15","R (>= 3.1.0), graphics, grid","stats, survival","GPL-2 | GPL-3","XML, pmml, rJava, rpart, mvtnorm, Formula, sandwich, strucchange, vcd, AER, mlbench, TH.data (>= 1.0-3), coin, RWeka (>= 0.4-19), mvpart, datasets, psychotools, psychotree"
"partykit","0.8-2","2014-09-12 17:36:16","2014-09-16","2014-12-17","R (>= 3.1.0), graphics, grid","stats, survival","GPL-2 | GPL-3","XML, pmml, rJava, rpart, mvtnorm, Formula, sandwich, strucchange, vcd, AER, mlbench, TH.data (>= 1.0-3), coin, RWeka (>= 0.4-19), mvpart, datasets, psychotools, psychotree"
"partykit","0.8-3","2014-12-15 13:08:40","2014-12-18","2015-01-09","R (>= 3.1.0), graphics, grid","stats, survival","GPL-2 | GPL-3","XML, pmml, rJava, rpart, mvtnorm, Formula, sandwich, strucchange, vcd, AER, mlbench, TH.data (>= 1.0-3), coin, RWeka (>= 0.4-19), datasets, psychotools, psychotree"
"partykit","0.8-4","2015-01-07 14:22:23","2015-01-10","2015-02-23","R (>= 3.1.0), graphics, grid","stats, survival","GPL-2 | GPL-3","XML, pmml, rJava, rpart, mvtnorm, Formula, sandwich, strucchange, vcd, AER, mlbench, TH.data (>= 1.0-3), coin, RWeka (>= 0.4-19), datasets, parallel, psychotools, psychotree"
"partykit","1.0-0","2015-02-21 18:20:29","2015-02-24","2015-04-10","R (>= 3.1.0), graphics, grid","stats, survival","GPL-2 | GPL-3","XML, pmml, rJava, rpart, mvtnorm, Formula, sandwich, strucchange, vcd, AER, mlbench, TH.data (>= 1.0-3), coin, RWeka (>= 0.4-19), datasets, parallel, psychotools, psychotree"
"partykit","1.0-1","2015-04-08 11:12:08","2015-04-11","2015-04-20","R (>= 3.1.0), graphics, grid","stats, survival","GPL-2 | GPL-3","XML, pmml, rJava, rpart, mvtnorm, Formula (>= 1.2-1), sandwich, strucchange, vcd, AER, mlbench, TH.data (>= 1.0-3), coin, RWeka (>= 0.4-19), datasets, parallel, psychotools, psychotree"
"parviol","1.1","2012-10-29 08:59:23","2013-09-03","2015-04-20","R (>= 2.9.1), vioplot",,"GPL (>= 2)",
"pass","1.0","2013-01-12 15:01:40","2013-09-03","2015-04-20","R (>= 2.10.0), MASS, lars, ncvreg",,"GPL-2",
"pastecs","1.3-15","2013-07-14 18:52:03","2013-09-03","2014-03-03","boot, stats",,"GPL (>= 2)",
"pastecs","1.3-18","2014-03-02 14:01:56","2014-03-04","2015-04-20","boot, stats",,"GPL (>= 2)",
"pastis","0.1-1","2013-07-24 11:31:45","2013-09-03","2013-09-13","R (>= 2.10), caper (>= 0.5.0), ape (>= 3.0.0)",,"GPL (>= 3)",
"pastis","0.1-2","2013-09-11 15:23:32","2013-09-14","2015-04-20","R (>= 2.10), caper (>= 0.5.0), ape (>= 3.0.0)",,"GPL (>= 3)",
"patchDVI","1.9","2013-01-10 19:28:12","2013-09-03","2013-12-16","R (>= 2.10.0)",,"GPL-2",
"patchDVI","1.9.1601","2013-12-15 07:16:00","2013-12-17","2015-04-20","R (>= 2.10.0)",,"GPL-2",
"patchPlot","0.1.5","2013-03-11 11:55:32","2013-09-03","2015-04-20","R (>= 2.10.0), grid, datautils",,"LGPL-3",
"patchSynctex","0.1-0","2015-01-11 16:53:13","2015-01-13","2015-04-20","tools, stringr",,"GPL (>= 2)",
"pathClass","0.9.4","2013-07-01 07:43:41","2013-09-03","2015-04-20","R (>= 2.14), svmpath, kernlab, affy, Biobase, ROCR, igraph, lpSolve",,"GPL (>= 2)","hu6800.db, golubEsets"
"pathdiagram","0.1.9","2013-07-29 19:57:33","2013-09-03","2015-04-20","R (>= 3.0), shape",,"GPL-3","knitr"
"pathmox","0.1-1","2012-03-15 06:31:27","2013-09-03","2013-12-09","plspm",,"GPL (>= 3)",
"pathmox","0.2.0","2013-12-10 13:34:50","2013-12-12","2015-04-20","R (>= 3.0.1), plspm, tester",,"GPL-3","plsdepot"
"pathological","0.0-3","2015-01-19 10:25:54","2015-01-22","2015-04-20","R (>= 2.15.0)","assertive, plyr, stringr","Unlimited","testthat"
"pauwels2014","1.0","2014-08-23 08:12:07","2014-08-26","2015-04-20","deSolve, ggplot2, R (>= 2.10)",,"GPL-3",
"pavo","0.5","2013-06-09 18:06:17","2013-09-03","2013-09-04","rcdd, rgl, geometry, mapproj",,"BSD",
"pavo","0.5-1","2013-09-04 07:42:49","2013-09-05","2015-04-20","rgl","rcdd, mapproj, geometry","GPL (>= 2)",
"pawacc","1.1","2013-11-13 21:16:49","2013-11-16","2014-06-23","R (>= 3.0.0)","SparseM","GPL (>= 2)",
"pawacc","1.2","2014-06-20 15:43:23","2014-06-24","2014-12-12","R (>= 3.0.0)","SparseM","GPL (>= 2)",
"pawacc","1.2.1","2014-12-10 19:51:21","2014-12-13","2015-04-20","R (>= 3.0.0)","SparseM","GPL (>= 2)",
"pbapply","1.0-5","2012-07-07 08:52:18","2013-09-03","2013-10-04",,,"GPL-2",
"pbapply","1.1-0","2013-10-03 08:44:15","2013-10-05","2014-05-23",,,"GPL-2",
"pbapply","1.1-1","2014-05-16 19:53:52","2014-05-24","2015-04-20",,,"GPL-2",
"pbatR","2.2-9","2013-03-30 17:31:16","2013-09-03","2015-04-20","R (>= 2.0.0), survival, rootSolve","tcltk","GPL","kinship2, tcltk"
"pbdBASE","0.2-2","2013-07-08 07:37:12","2013-09-03","2013-12-16","R (>= 2.14.0), methods, rlecuyer, pbdMPI (>= 0.1-8), pbdSLAP (>= 0.1-6)",,"Mozilla Public License 2.0",
"pbdBASE","0.2-3","2013-12-14 08:04:56","2013-12-17","2015-04-20","R (>= 2.14.0), methods, rlecuyer, pbdMPI (>= 0.2-1), pbdSLAP (>= 0.1-6)",,"Mozilla Public License 2.0",
"pbdDEMO","0.1-1","2013-07-11 13:27:19","2013-09-03","2014-02-19","R (>= 2.14.0), methods, rlecuyer, pbdMPI (>= 0.1-8), pbdSLAP (>= 0.1-6), pbdBASE (>= 0.2-2), pbdDMAT(>= 0.2-2)",,"GPL (>= 2)",
"pbdDEMO","0.2-0","2014-02-18 07:19:05","2014-02-20","2015-04-20","R (>= 3.0.0), methods, rlecuyer, pbdMPI (>= 0.2-2), pbdSLAP (>= 0.1-7), pbdBASE (>= 0.2-3), pbdDMAT(>= 0.2-3)",,"GPL (>= 2)",
"pbdDMAT","0.2-2","2013-07-08 12:01:14","2013-09-03","2013-12-18","R (>= 2.14.0), methods, rlecuyer, pbdMPI (>= 0.1-8), pbdSLAP (>= 0.1-6), pbdBASE (>= 0.2-2)",,"GPL (>= 2)",
"pbdDMAT","0.2-3","2013-12-16 20:20:24","2013-12-19","2015-04-20","R (>= 2.14.0), methods, rlecuyer, pbdMPI (>= 0.2-1), pbdSLAP (>= 0.1-6), pbdBASE (>= 0.2-3)",,"GPL (>= 2)",
"pbdMPI","0.2-0","2013-08-02 07:22:50","2013-09-03","2013-09-27","R (>= 2.14.0), methods, rlecuyer",,"Mozilla Public License 2.0",
"pbdMPI","0.2-1","2013-09-27 07:52:26","2013-09-28","2014-01-29","R (>= 2.14.0), methods, rlecuyer",,"Mozilla Public License 2.0",
"pbdMPI","0.2-2","2014-01-27 16:46:54","2014-01-30","2014-05-28","R (>= 3.0.0), methods, rlecuyer",,"Mozilla Public License 2.0",
"pbdMPI","0.2-3","2014-05-26 22:38:42","2014-05-29","2014-06-02","R (>= 3.0.0), methods, rlecuyer",,"Mozilla Public License 2.0",
"pbdMPI","0.2-4","2014-05-31 23:12:56","2014-06-03","2014-10-06","R (>= 3.0.0), methods, rlecuyer",,"Mozilla Public License 2.0",
"pbdMPI","0.2-5","2014-10-05 07:43:21","2014-10-07","2015-04-20","R (>= 3.0.0), methods, rlecuyer",,"Mozilla Public License 2.0",
"pbdNCDF4","0.1-1","2013-07-12 07:20:39","2013-09-03","2014-02-19","R (>= 2.14.0), methods, rlecuyer, pbdMPI (>= 0.1-6)",,"GPL (>= 3)",
"pbdNCDF4","0.1-2","2014-02-17 16:52:18","2014-02-20","2014-06-16","R (>= 2.14.0), methods, rlecuyer, pbdMPI (>= 0.1-6)",,"GPL (>= 3)",
"pbdNCDF4","0.1-3","2014-06-15 07:33:37","2014-06-17","2014-06-23","R (>= 3.0.0)",,"GPL (>= 3)",
"pbdNCDF4","0.1-4","2014-06-22 15:48:05","2014-06-24","2015-04-20","R (>= 3.0.0)",,"GPL (>= 3)",
"pbdPROF","0.1-0","2013-08-01 08:15:55","2013-09-03","2013-09-30","R (>= 2.14.0), methods, graphics, grid, ggplot2",,"Mozilla Public License 2.0",
"pbdPROF","0.2-0","2013-09-29 18:17:11","2013-10-01","2014-02-07","R (>= 2.14.0), methods, graphics, grid, ggplot2, gridExtra",,"Mozilla Public License 2.0",
"pbdPROF","0.2-1","2014-02-03 07:12:11","2014-02-08","2014-03-12","R (>= 3.0.0), methods, graphics, grid, ggplot2, gridExtra",,"Mozilla Public License 2.0",
"pbdPROF","0.2-2","2014-03-11 15:23:02","2014-03-13","2014-05-28","R (>= 3.0.0), methods, graphics, grid, ggplot2, gridExtra, reshape2",,"Mozilla Public License 2.0",
"pbdPROF","0.2-3","2014-05-26 22:39:58","2014-05-29","2015-04-20","R (>= 3.0.0), methods, graphics, grid, ggplot2, gridExtra, reshape2",,"Mozilla Public License 2.0",
"pbdSLAP","0.1-6","2013-07-05 07:36:05","2013-09-03","2014-01-29","R (>= 2.14.0), methods, rlecuyer, pbdMPI (>= 0.1-5)",,"BSD",
"pbdSLAP","0.1-7","2014-01-27 17:34:53","2014-01-30","2014-03-12","R (>= 3.0.0), methods, rlecuyer, pbdMPI (>= 0.2-2)",,"Mozilla Public License 2.0",
"pbdSLAP","0.1-8","2014-03-11 15:23:04","2014-03-13","2014-06-02","R (>= 3.0.0), methods, rlecuyer, pbdMPI (>= 0.2-2)",,"Mozilla Public License 2.0",
"pbdSLAP","0.1-9","2014-05-31 23:12:58","2014-06-03","2014-12-26","R (>= 3.0.0), methods, rlecuyer, pbdMPI (>= 0.2-3)",,"Mozilla Public License 2.0",
"pbdSLAP","0.2-0","2014-12-24 06:12:28","2014-12-27","2015-04-20","R (>= 3.0.0), methods, rlecuyer, pbdMPI (>= 0.2-3)",,"Mozilla Public License 2.0",
"pbivnorm","0.5-1","2012-10-31 17:02:03","2013-09-03","2015-01-26",,,"GPL (>= 2)",
"pbivnorm","0.6.0","2015-01-23 16:18:22","2015-01-27","2015-04-20",,,"GPL (>= 2)",
"pbkrtest","0.3-5","2013-07-03 15:48:57","2013-09-03","2013-09-27","MASS,lme4,Matrix,parallel",,"GPL (>= 2)","gplots"
"pbkrtest","0.3-6","2013-09-26 21:00:59","2013-09-28","2013-10-04","MASS,lme4,parallel","Matrix","GPL (>= 2)","gplots"
"pbkrtest","0.3-7","2013-10-03 11:20:22","2013-10-05","2013-11-20","R (>= 3.0.0), MASS, lme4, parallel","Matrix","GPL (>= 2)","gplots"
"pbkrtest","0.3-8","2013-11-19 19:58:58","2013-11-21","2014-08-13","R (>= 3.0.0), MASS, lme4, parallel","Matrix","GPL (>= 2)","gplots"
"pbkrtest","0.4-0","2014-08-11 18:08:56","2014-08-14","2014-09-15","R (>= 3.0.0), MASS, lme4, parallel","Matrix","GPL (>= 2)","gplots"
"pbkrtest","0.4-1","2014-09-11 15:03:24","2014-09-16","2014-11-14","R (>= 3.0.0), MASS, lme4","Matrix, parallel","GPL (>= 2)","gplots"
"pbkrtest","0.4-2","2014-11-13 14:43:56","2014-11-15","2015-04-20","R (>= 3.0.0), lme4","Matrix, parallel, MASS","GPL (>= 2)","gplots"
"pbo","1.3.4","2014-05-31 01:49:56","2014-06-03","2015-04-20","utils, lattice",,"MIT + file LICENSE","PerformanceAnalytics, foreach, grid, latticeExtra, testthat, doParallel, knitr"
