,biocViews,Enhances,LinkingTo,License,URL,Imports,Suggests Me,Build Report,Suggests,Depends,Version,In Bioconductor since,Imports Me,Depends On Me,SystemRequirements
rain,"Genetics,Microarray,MultipleComparison,Proteomics,Software,SystemsBiology,TimeCourse",,,GPL-2,,,,&nbsp;,"lattice,BiocStyle","R (>= 2.10),gmp,multtest",1.0.1,BioC 3.0 (R-3.1),,,
rama,"Microarray,Preprocessing,QualityControl,Software,TwoChannel",,,GPL (>= 2),,,,&nbsp;,,R (>= 2.5.0),1.40.0,BioC 1.6 (R-2.1) or earlier,,bridge,
randPack,"Software,StatisticalMethod",,,Artistic 2.0,,Biobase,,&nbsp;,,methods,1.12.0,BioC 2.9 (R-2.14),,,
rbsurv,"Microarray,Software",,,GPL (>= 2),http://www.korea.ac.kr/~stat2242/,,,&nbsp;,,"R (>= 2.5.0),Biobase(>= 2.5.5),survival",2.24.0,BioC 2.0 (R-2.5),,,
reb,"CopyNumberVariation,Microarray,Software,Visualization",,,GPL-2,,,,&nbsp;,,"R (>= 2.0),Biobase,idiogram(>= 1.5.3)",1.44.0,BioC 1.7 (R-2.2),,,
regionReport,"Coverage,DifferentialExpression,RNASeq,Sequencing,Software,Transcription,Visualization",,,Artistic-2.0,https://github.com/lcolladotor/regionReport,"derfinder(>= 1.0.0),derfinderPlot(>= 1.0.0),devtools(>= 1.6),GenomeInfoDb,GenomicRanges,ggbio(>= 1.13.13),ggplot2, grid,gridExtra,IRanges,knitcitations(>= 1.0.1),knitr(>= 1.6),knitrBootstrap(>= 0.9.0),mgcv,RColorBrewer,rmarkdown(>= 0.3.3)",,&nbsp;,"biovizBase,Cairo,TxDb.Hsapiens.UCSC.hg19.knownGene",R (>= 3.1.1),1.0.5,BioC 3.0 (R-3.1),,,
rfPred,"Annotation,Classification,Software",,,GPL (>=2 ),http://www.sbim.fr/rfPred,,,&nbsp;,BiocStyle,"Rsamtools,GenomicRanges,IRanges,data.table, methods, parallel",1.4.0,BioC 2.13 (R-3.0),,,
rhdf5,"DataImport,Infrastructure,Software",,,Artistic-2.0,,zlibbioc,,&nbsp;,"bit64,BiocStyle",methods,2.10.0,BioC 1.6 (R-2.1) or earlier,"GENE.E,h5vc","GENE.E,GSCA",GNU make
riboSeqR,"Genetics,Sequencing,Software,Visualization",,,GPL-3,,,,&nbsp;,"baySeq,BiocStyle,RUnit,BiocGenerics","R (>= 3.0.2), methods,GenomicRanges,abind",1.0.5,BioC 3.0 (R-3.1),,,
rnaSeqMap,"Annotation,DifferentialExpression,GeneExpression,RNASeq,ReportWriting,SAGE,Sequencing,Software,Transcription,Visualization",,,GPL-2,,"GenomicRanges,IRanges,edgeR,DESeq,DBI",,&nbsp;,,"R (>= 2.11.0), methods,Biobase,Rsamtools,GenomicAlignments",2.24.0,BioC 2.7 (R-2.12),,ampliQueso,
roar,"HighThroughputSequencing,RNAseq,Sequencing,Software,Transcription",,,GPL-3,https://github.com/vodkatad/roar/,"GenomicRanges,GenomicAlignments(>= 0.99.4), methods,rtracklayer,S4Vectors",,&nbsp;,"RUnit,BiocGenerics,RNAseqData.HNRNPC.bam.chr14",R (>= 3.0.1),1.2.0,BioC 2.14 (R-3.1),,,
rols,"Annotation,GO,MassSpectrometry,Software",,,GPL-2,http://lgatto.github.com/rols/,"XML, XMLSchema (>= 0.6.0), SSOAP (>= 0.8.0),Biobase, utils","MSnbase,RforProteomics",&nbsp;,"xtable,GO.db,knitr(>= 1.1.0),BiocStyle",methods,1.8.0,BioC 2.11 (R-2.15),,,
rpx,"DataImport,MassSpectrometry,Proteomics,Software,ThirdPartyClient",,,GPL-2,,"XML,RCurl, utils",proteoQC,&nbsp;,"MSnbase,Biostrings,BiocStyle,BiocGenerics,RUnit,knitr",methods,1.2.0,BioC 2.14 (R-3.1),RforProteomics,,
rqubic,"Clustering,Microarray,Software",,,GPL-2,,,,&nbsp;,RColorBrewer,"methods,Biobase,biclust",1.12.0,BioC 2.9 (R-2.14),,,
rsbml,"GraphAndNetwork,Network,Pathways,Software",,,Artistic-2.0,http://www.sbml.org,"BiocGenerics,graph, utils","piano,SBMLR",&nbsp;,,"R (>= 2.6.0),BiocGenerics(>= 0.3.2), methods, utils",2.24.1,BioC 2.1 (R-2.6),,BiGGR,libsbml (==5.10.2)
rtracklayer,"Annotation,DataImport,Software,Visualization",,"S4Vectors,IRanges,XVector",Artistic-2.0,,"XML(>= 1.98-0),BiocGenerics(>= 0.11.3),S4Vectors(>= 0.2.3),IRanges(>= 1.99.28),XVector(>= 0.5.8),GenomeInfoDb(>= 1.1.19),Biostrings(>= 2.33.14),zlibbioc,RCurl(>= 1.4-2),Rsamtools(>= 1.17.8),GenomicAlignments(>= 1.1.16), tools","biovizBase,compEpiTools,FDb.FANTOM4.promoters.hg19,GenomicAlignments,GenomicRanges,ggtut,goseq,ind1KG,interactiveDisplay,metaseqR,methylumi,MotIV,NarrowPeaks,oneChannelGUI,PICS,PING,QuasR,R453Plus1Toolbox,Ringo,rMAT,RSVSim,triplex,TSSi",&nbsp;,"BSgenome(>= 1.33.4),humanStemCell,microRNA(>= 1.1.1),genefilter,limma,org.Hs.eg.db,hgu133plus2.db,BSgenome.Hsapiens.UCSC.hg19,TxDb.Hsapiens.UCSC.hg19.knownGene","R (>= 2.10), methods,GenomicRanges(>= 1.17.39)",1.26.3,BioC 2.2 (R-2.7),"ballgown,BiSeq,BSgenome,CAGEr,casper,CexoR,ChIPseeker,ChromHeatMap,CNEr,CompGO,customProDB,derfinder,FourCSeq,FunciSNP,FunciSNP.data,geneLenDataBase,GenomicFeatures,GenomicInteractions,ggbio,GGtools,gmapR,GOTHiC,Gviz,gwascat,hiAnnotator,HiTC,HTSeqGenie,MEDIPS,methyAnalysis,MotifDb,proBAMr,Repitools,roar,seqplots,SGSeq,TFBSTools,trackViewer,VariantAnnotation,VariantTools,wavClusteR","BSgenome,CoverageView,cummeRbund,EatonEtAlChIPseq,exomePeak,GenomicFiles,groHMM,IdeoViz,metagene,MethylSeekR,r3Cseq,RIPSeeker,spliceR",
sRAP,"DifferentialExpression,GO,GeneExpression,GeneSetEnrichment,Microarray,Preprocessing,QualityControl,RNAseq,Software,Statistics,Visualization",,,GPL-3,,"gplots,pls,ROCR,qvalue",,&nbsp;,,WriteXLS,1.6.0,BioC 2.13 (R-3.0),,,
sSeq,"RNASeq,Software",,,GPL (>= 3),,,,&nbsp;,,"R (>= 3.0),caTools,RColorBrewer",1.4.0,BioC 2.13 (R-3.0),,,
safe,"DifferentialExpression,GeneSetEnrichment,Pathways,Software,StatisticalMethod",,,GPL (>= 2),,,,&nbsp;,"GO.db,PFAM.db,reactome.db,hgu133a.db,breastCancerUPP,survival,foreach,doRNG,Rgraphviz,GOstats","R (>= 2.4.0),AnnotationDbi,Biobase, methods,SparseM",3.6.1,BioC 1.6 (R-2.1) or earlier,EnrichmentBrowser,,
sagenhaft,"SAGE,Software",,,GPL (>= 2),http://tagcalling.mbgproject.org,"graphics, methods,SparseM, stats, utils",,&nbsp;,,"R (>= 2.10),SparseM(>= 0.73), methods",1.36.0,BioC 1.6 (R-2.1) or earlier,,,
sangerseqR,"SNP,Sequencing,Software,Visualization",,,GPL-2,,"methods,shiny",,&nbsp;,"BiocStyle,knitr,RUnit,BiocGenerics","R (>= 3.0.2),Biostrings",1.3.4,BioC 2.14 (R-3.1),,,
sapFinder,"MassSpectrometry,Proteomics,RNASeq,ReportWriting,SNP,Software,Visualization",,Rcpp,GPL-2,,"pheatmap,Rcpp(>= 0.10.6), graphics, grDevices, stats, utils",,&nbsp;,"RUnit,BiocGenerics,BiocStyle","R (>= 3.0.0),rTANDEM(>= 1.3.5)",1.4.0,BioC 2.14 (R-3.1),,,
savR,"Sequencing,Software",,,AGPL-3,https://github.com/bcalder/savR,"methods,reshape2,scales,gridExtra,XML",,&nbsp;,Cairo,ggplot2,1.4.0,BioC 2.14 (R-3.1),,,
scsR,"Preprocessing,Software",,,GPL-2,,"sqldf,hash,ggplot2, graphics, grDevices,RColorBrewer",,&nbsp;,RUnit,"R (>= 2.14.0),STRINGdb, methods,BiocGenerics,Biostrings,IRanges,plyr, tcltk",1.3.2,BioC 2.14 (R-3.1),,,
segmentSeq,"Alignment,DataImport,DifferentialExpression,MultipleComparison,QualityControl,Sequencing,Software",,,GPL-3,,"graphics, grDevices, utils",,&nbsp;,"BiocStyle,BiocGenerics","R (>= 2.3.0), methods,baySeq(>= 1.99.0),ShortRead,GenomicRanges,IRanges,S4Vectors",2.0.1,BioC 2.6 (R-2.11),,,
seqCNA,"CopyNumberVariation,Genetics,Sequencing,Software",,,GPL-3,,,,&nbsp;,,"R (>= 3.0),GLAD(>= 2.14),doSNOW(>= 1.0.5),adehabitatLT(>= 0.3.4),seqCNA.annot(>= 0.99), methods",1.10.0,BioC 2.13 (R-3.0),,,samtools
seqLogo,"SequenceMatching,Software",,,LGPL (>= 2),,stats4,"BCRANK,MotifDb",&nbsp;,,"methods, grid",1.32.1,BioC 2.0 (R-2.5),"motifRG,PWMEnrich,rGADEM,TFBSTools","motifRG,rGADEM,spliceSites",
seqTools,"QualityControl,Sequencing,Software",,zlibbioc,Artistic-2.0,,,,&nbsp;,"RUnit,BiocGenerics","methods, utils,zlibbioc",1.0.0,BioC 3.0 (R-3.1),,,
seqbias,"Sequencing,Software",,Rsamtools,LGPL-3,,zlibbioc,,&nbsp;,"Rsamtools,ggplot2","R (>= 2.13.0),GenomicRanges(>= 0.1.0),Biostrings(>= 2.15.0), methods",1.14.0,BioC 2.8 (R-2.13),,ReQON,
seqplots,"ChIPSeq,RNASeq,Sequencing,Software,Visualization",,,GPL-3,http://github.com/przemol/seqplots,"methods,IRanges,BSgenome,digest,rtracklayer,GenomicRanges,Biostrings,shiny(>= 0.11.0),DBI,RSQLite,RJSONIO,plotrix,fields, grid,kohonen,Cairo, parallel,GenomeInfoDb,class,S4Vectors,ggplot2,reshape2,gridExtra",,&nbsp;,"testthat,BiocStyle,knitr",R (>= 3.1.0),1.2.0,BioC 3.0 (R-3.1),,,
shinyMethyl,"DNAMethylation,Microarray,Preprocessing,QualityControl,Software,TwoChannel",,,Artistic-2.0,,RColorBrewer,,&nbsp;,"shinyMethylData,minfiData,BiocStyle,RUnit,digest,knitr","methods,BiocGenerics(>= 0.3.2),shiny(>= 0.9.1),minfi(>= 1.6.0),IlluminaHumanMethylation450kmanifest,matrixStats, R (>= 3.0.0)",1.0.2,BioC 3.0 (R-3.1),,,
shinyTANDEM,"MassSpectrometry,Proteomics,Software",,,GPL-3,,,,&nbsp;,,"rTANDEM(>= 1.3.5),shiny,mixtools, methods,xtable",1.4.0,BioC 2.13 (R-3.0),,,
sigPathway,"DifferentialExpression,MultipleComparison,Software",,,GPL-2,http://www.pnas.org/cgi/doi/10.1073/pnas.0506577102http://www.chip.org/~ppark/Supplements/PNAS05.html,,,&nbsp;,"hgu133a.db(>= 1.10.0),XML(>= 1.6-3),AnnotationDbi(>= 1.3.12)",R (>= 2.10),1.34.0,BioC 1.9 (R-2.4),,tRanslatome,
sigaR,"DifferentialExpression,GeneExpression,Microarray,Pathways,Software,aCGH",,,GPL (>= 2),http://www.few.vu.nl/~wvanwie,"corpcor(>= 1.6.2), graphics,igraph,marray,MASS,mvtnorm,quadprog,penalized(>= 0.9-39),snowfall, stats",,&nbsp;,,"Biobase,CGHbase, methods,mvtnorm,penalized",1.10.0,BioC 2.10 (R-2.15),,HCsnip,
siggenes,"DifferentialExpression,ExonArray,GeneExpression,Microarray,MultipleComparison,SNP,Software",,,LGPL (>= 2),,stats4,"GeneSelector,logicFS,trio,XDE",&nbsp;,"affy,annotate,genefilter,KernSmooth,scrime(>= 1.2.5)","methods,Biobase,multtest, splines, graphics",1.40.0,BioC 1.6 (R-2.1) or earlier,"charm,DeSousa2013,GeneSelector,minfi","KCsmart,oneChannelGUI",
simpleaffy,"Annotation,DataImport,DifferentialExpression,Microarray,OneChannel,Preprocessing,QualityControl,ReportWriting,Software,Transcription,Visualization",,,GPL (>= 2),http://www.bioconductor.orghttp://bioinformatics.picr.man.ac.uk/simpleaffy/,"methods, utils, grDevices, graphics, stats,BiocGenerics,Biobase,affy,genefilter,gcrma","AffyExpress,ArrayTools,ELBOW",&nbsp;,,"R (>= 2.0.0), methods, utils, grDevices, graphics, stats,BiocGenerics(>= 0.1.12),Biobase,affy(>= 1.33.6),genefilter,gcrma",2.42.0,BioC 1.6 (R-2.1) or earlier,"affyQCReport,arrayMvout",yaqcaffy,
simulatorZ,"Software,Survival",,,Artistic-2.0,https://github.com/zhangyuqing/simulatorZ,"GenomicRanges,gbm,Hmisc, stats, graphics",,&nbsp;,"BiocGenerics,RUnit,BiocStyle,curatedOvarianData,parathyroidSE,superpc","R (>= 3.1),Biobase,survival,CoxBoost",1.0.0,BioC 3.0 (R-3.1),,,
sizepower,"Microarray,Software",,,LGPL,,,oneChannelGUI,&nbsp;,,stats,1.36.0,BioC 1.8 (R-2.3),,,
snapCGH,"CopyNumberVariation,Microarray,Preprocessing,Software,TwoChannel",,,GPL,,"aCGH,cluster,DNAcopy,GLAD, graphics, grDevices,limma, methods, stats,tilingArray, utils",beadarraySNP,&nbsp;,,"limma,DNAcopy, methods",1.36.0,BioC 1.8 (R-2.3),ADaCGH2,,
snm,"DifferentialExpression,ExonArray,GeneExpression,Microarray,MultiChannel,MultipleComparison,OneChannel,Preprocessing,QualityControl,Software,Transcription,TwoChannel",,,LGPL,,"corpcor,lme4(>= 1.0), splines",,&nbsp;,,R (>= 2.12.0),1.14.0,BioC 2.8 (R-2.13),,,
snpStats,"GeneticVariability,Microarray,SNP,Software",,,GPL-3,,"graphics, grDevices, stats, utils,BiocGenerics,zlibbioc","crlmm,GWASTools,VariantAnnotation",&nbsp;,hexbin,"R (>= 2.10.0),survival,Matrix, methods",1.16.0,BioC 2.8 (R-2.13),"FunciSNP,GGtools,gwascat","GGBase,GGdata,ggtut",
spade,"Clustering,FlowCytometry,GUI,GraphAndNetwork,Software,Visualization",,,GPL-2,http://cytospade.org,"Biobase,flowCore",,&nbsp;,flowViz,"R (>= 2.11),igraph,Rclusterpp",1.14.0,BioC 2.10 (R-2.15),,,
specL,"MassSpectrometry,Proteomics,Software",,,GPL-3,http://www.bioconductor.org/packages/devel/bioc/html/specL.html,,,&nbsp;,"RUnit,BiocGenerics,BiocStyle,BiocParallel","R (>= 3.0.2), methods,DBI,RSQLite,seqinr,protViz(>= 0.2.5)",1.0.0,BioC 3.0 (R-3.1),,,
spikeLI,"Microarray,QualityControl,Software",,,GPL-2,,"graphics, grDevices, stats, utils",,&nbsp;,,,2.26.0,BioC 1.9 (R-2.4),,,
spkTools,"Microarray,Software,Technology",,,GPL (>= 2),http://bioconductor.org,"Biobase(>= 2.5.5), graphics, grDevices,gtools, methods,RColorBrewer, stats, utils",,&nbsp;,xtable,"R (>= 2.7.0),Biobase(>= 2.5.5)",1.22.0,BioC 2.4 (R-2.9),,,
spliceR,"AlternativeSplicing,DifferentialExpression,DifferentialSplicing,GeneExpression,Sequencing,Software,Transcription,Visualization",,,GPL (>=2),,"GenomicRanges,IRanges",,&nbsp;,"BSgenome.Hsapiens.UCSC.hg19,BSgenome","R (>= 2.15.0), methods,cummeRbund,rtracklayer,VennDiagram,RColorBrewer,plyr",1.8.0,BioC 2.13 (R-3.0),,,
spliceSites,"DifferentialExpression,GeneExpression,Proteomics,RNASeq,Software",,,GPL-2,,BiocGenerics,,&nbsp;,,"methods,rbamtools,refGenome(>= 1.1.2),doBy,Biobase,Biostrings(>= 2.28.0),seqLogo",1.4.0,BioC 2.13 (R-3.0),,,
splicegear,"Infrastructure,Software,Transcription",,,LGPL,,"annotate,Biobase, graphics, grDevices, grid, methods, utils,XML",,&nbsp;,,"R (>= 2.6.0), methods,Biobase(>= 2.5.5)",1.38.0,BioC 1.6 (R-2.1) or earlier,,,
splots,"MicrotitrePlateAssay,Sequencing,Software,Visualization",,,LGPL,,"grid,RColorBrewer",,&nbsp;,,,1.32.0,BioC 1.9 (R-2.4),"RNAinteract,RNAither","cellHTS2,HD2013SGI",
spotSegmentation,"Microarray,Preprocessing,QualityControl,Software,TwoChannel",,,GPL (>= 2),http://www.stat.washington.edu/fraley,,,&nbsp;,,"R (>= 2.10),mclust",1.40.0,BioC 1.6 (R-2.1) or earlier,,,
sscore,"DifferentialExpression,Software",,,GPL (>= 2),http://home.att.net/~richard-kennedy/professional.html,,,&nbsp;,affydata,"R (>= 1.8.0),affy,affyio",1.38.0,BioC 1.8 (R-2.3),,,
ssize,"DifferentialExpression,Microarray,Software",,,LGPL,,,oneChannelGUI,&nbsp;,,"gdata,xtable",1.40.0,BioC 1.6 (R-2.1) or earlier,,,
ssviz,"Genetics,MultipleComparison,RNASeq,Sequencing,Software,Visualization",,,GPL-2,,,,&nbsp;,knitr,"R (>= 2.15.1), methods,Rsamtools,Biostrings,reshape,ggplot2,RColorBrewer",1.0.0,BioC 3.0 (R-3.1),,,
staRank,"CellBasedAssays,CellBiology,MicrotitrePlateAssay,MultipleComparison,Software",,,GPL,,,,&nbsp;,,"methods,cellHTS2, R (>= 2.10)",1.8.0,BioC 2.11 (R-2.15),,,
stepNorm,"Microarray,Preprocessing,Software,TwoChannel",,,LGPL,http://www.biostat.ucsf.edu/jean/,"marray,MASS, methods, stats",,&nbsp;,,"R (>= 1.8.0),marray, methods",1.38.0,BioC 1.6 (R-2.1) or earlier,,,
stepwiseCM,"Classification,Microarray,Software",,,GPL (>2),,,,&nbsp;,,"R (>= 2.14),randomForest,MAclinical,tspair,pamr,snowfall,glmpath,penalized,e1071,Biobase",1.12.0,BioC 2.9 (R-2.14),,,
supraHex,"Bioinformatics,Clustering,GeneExpression,Software,Visualization",,,GPL-2,http://supfam.org/supraHex,"ape,MASS",,&nbsp;,,"R (>= 3.0.2),hexbin",1.4.0,BioC 2.13 (R-3.0),,,
survcomp,"DifferentialExpression,GeneExpression,Software,Visualization",,,Artistic-2.0,http://www.pmgenomics.ca/bhklab/,"ipred,SuppDists,KernSmooth,survivalROC,bootstrap, grid,rmeta","breastCancerMAINZ,breastCancerNKI,breastCancerTRANSBIG,breastCancerUNT,breastCancerUPP,breastCancerVDX,metaseqR",&nbsp;,"Hmisc,CPE,clinfun,Biobase","survival,prodlim, R (>= 2.10)",1.16.0,BioC 2.8 (R-2.13),,genefu,
sva,"BatchEffect,Microarray,MultipleComparison,Normalization,Preprocessing,RNASeq,Sequencing,Software,StatisticalMethod",,,Artistic-2.0,,,"curatedBladderData,curatedCRCData,curatedOvarianData",&nbsp;,"limma,pamr,bladderbatch,BiocStyle,zebrafishRNASeq","R (>= 2.8),mgcv,genefilter",3.12.0,BioC 2.9 (R-2.14),"ballgown,ChAMP,charm,DeSousa2013,PAA,trigger",SCAN.UPC,
switchBox,"Classification,Software,StatisticalMethod",,,GPL-2,,,,&nbsp;,,R (>= 2.13.1),1.0.0,BioC 3.0 (R-3.1),,,
synapter,"GUI,MassSpectrometry,Proteomics,Software",,,GPL-2,http://lgatto.github.com/synapter/,"hwriter,RColorBrewer,lattice,qvalue,multtest, utils,Biobase,knitr,Biostrings,cleaver,BiocParallel","pRoloc,RforProteomics",&nbsp;,"synapterdata,xtable, tcltk,tcltk2","R (>= 2.15), methods,MSnbase",1.8.4,BioC 2.11 (R-2.15),,synapterdata,
systemPipeR,"Alignment,ChIPSeq,Coverage,DataImport,GeneExpression,GeneSetEnrichment,Genetics,Infrastructure,MethylSeq,QualityControl,RNASeq,SNP,Sequencing,Software",,,Artistic-2.0,https://github.com/tgirke/systemPipeR,"BiocGenerics,rjson, grid,ggplot2,limma,edgeR,DESeq2,GOstats,GO.db,annotate,pheatmap,BatchJobs",,&nbsp;,"ape,RUnit,BiocStyle,biomaRt,GenomicFeatures,BiocParallel","Rsamtools,Biostrings,ShortRead, methods",1.0.12,BioC 3.0 (R-3.1),,,"systemPipeR can be used to run external command-line software (e.g. short read aligners), but the corresponding tool needs to be installed on a system."
tRanslatome,"CellBiology,DifferentialExpression,GO,GeneExpression,GeneRegulation,Microarray,MultipleComparison,QualityControl,Sequencing,Software",,,LGPL,,,,&nbsp;,,"R (>= 2.15.0), methods,limma,sigPathway,samr,anota,DESeq,edgeR,RankProd,topGO,org.Hs.eg.db,GOSemSim,Heatplus,gplots,plotrix",1.4.0,BioC 2.13 (R-3.0),,,
ternarynet,"CellBiology,GraphAndNetwork,Software",,,GPL (>= 2),,"utils,igraph",,&nbsp;,,"R (>= 2.10.0), methods",1.10.0,BioC 2.10 (R-2.15),,,
tigre,"Bayesian,GeneExpression,GeneRegulation,Microarray,NetworkInference,Software,TimeCourse,Transcription",,,AGPL-3,http://www.bioinf.manchester.ac.uk/resources/tiger/,"methods,AnnotationDbi,gplots, graphics, stats, utils,annotate,DBI,RSQLite",,&nbsp;,"drosgenome1.db,puma,lumi,BiocStyle","R (>= 2.11.0),BiocGenerics,Biobase",1.20.0,BioC 2.6 (R-2.11),,,
tilingArray,"Microarray,OneChannel,Preprocessing,Software,Visualization",,,Artistic-2.0,,"strucchange,affy,vsn,genefilter,RColorBrewer, grid, stats4",,&nbsp;,,"R (>= 2.11.0),Biobase, methods,pixmap",1.44.0,BioC 1.6 (R-2.1) or earlier,"ADaCGH2,snapCGH",davidTiling,
timecourse,"DifferentialExpression,Microarray,Software,TimeCourse",,,LGPL,http://www.bioconductor.org,"Biobase, graphics,limma(>= 1.8.6),MASS,marray, methods, stats",,&nbsp;,,"R (>= 2.1.1),MASS, methods",1.38.0,BioC 1.7 (R-2.2),,,
tkWidgets,"Infrastructure,Software",,,Artistic-2.0,,,"affy,affyQCReport,annotate,Biobase,genefilter,marray",&nbsp;,"Biobase,hgu95av2","R (>= 2.0.0), methods,widgetTools(>= 1.1.7),DynDoc(>= 1.3.0), tools",1.44.0,BioC 1.6 (R-2.1) or earlier,"Mfuzz,OLINgui",oneChannelGUI,
topGO,"Microarray,Software,Visualization",,,LGPL,,"methods,graph,Biobase,SparseM,AnnotationDbi,lattice","FGNet,miRNAtap,Ringo",&nbsp;,"ALL,hgu95av2.db,hgu133a.db,genefilter,xtable,multtest,Rgraphviz,globaltest","R (>= 2.10.0), methods,graph(>= 1.14.0),Biobase(>= 2.0.0),GO.db(>= 2.3.0),AnnotationDbi(>= 1.7.19),SparseM(>= 0.73)",2.18.0,BioC 2.0 (R-2.5),"GOSim,mvGST","ccTutorial,compEpiTools,RNAither,tRanslatome",
trackViewer,"Software,Visualization",,,GPL (>= 2),,"GenomicAlignments,GenomicFeatures,Gviz,pbapply,Rsamtools,rtracklayer,scales",,&nbsp;,"biomaRt,TxDb.Hsapiens.UCSC.hg19.knownGene,RUnit,BiocGenerics,BiocStyle","R (>= 3.1.0), methods,GenomicRanges, grid,gWidgetstcltk",1.2.0,BioC 2.14 (R-3.1),,,
tracktables,"ReportWriting,Sequencing,Software",,,GPL (>= 3),,"IRanges,GenomicRanges,XVector,Rsamtools,XML,tractor.base,stringr,RColorBrewer, methods",,&nbsp;,"knitr,BiocStyle",R (>= 3.0.0),1.0.0,BioC 3.0 (R-3.1),,,
triform,"ChIPSeq,Sequencing,Software",,,GPL-2,,"IRanges,yaml,BiocGenerics",,&nbsp;,RUnit,"R (>= 2.11.0),IRanges,yaml",1.8.0,BioC 2.11 (R-2.15),,,
trigger,"GeneExpression,GeneticVariability,Genetics,Microarray,SNP,Software",,,GPL-3,,"qvalue, methods, graphics,sva",,&nbsp;,,"R (>= 2.14.0),corpcor,qtl",1.12.0,BioC 2.9 (R-2.14),,,
trio,"GeneticVariability,Genetics,Microarray,SNP,Software",,,LGPL-2,,,,&nbsp;,"survival,haplo.stats,mcbiopi,siggenes, splines,LogicReg(>= 1.5.3),logicFS(>= 1.28.1),KernSmooth,VariantAnnotation",R (>= 3.0.1),3.4.0,BioC 2.13 (R-3.0),,,
triplex,"GeneRegulation,SequenceMatching,Software",,"S4Vectors,IRanges,XVector,Biostrings",BSD_2_clause + file LICENSE,http://www.fi.muni.cz/~lexa/triplex/,"methods, grid,GenomicRanges",,&nbsp;,"rgl(>= 0.93.932),BSgenome.Celegans.UCSC.ce10,rtracklayer,GenomeGraphs","R (>= 2.15.0),S4Vectors,IRanges(>= 1.99.1),XVector(>= 0.5.3),Biostrings(>= 2.33.3)",1.6.0,BioC 2.12 (R-3.0),,,
tspair,"Microarray,Software",,,GPL-2,,,,&nbsp;,,"R (>= 2.10),Biobase(>= 2.4.0)",1.24.0,BioC 2.4 (R-2.9),,stepwiseCM,
tweeDEseq,"DifferentialExpression,RNASeq,Sequencing,Software,StatisticalMethod",,,GPL (>= 2),http://www.creal.cat/jrgonzalez/software.htm,"MASS,limma,edgeR, parallel,cqn",,&nbsp;,"tweeDEseqCountData,xtable",R (>= 2.12.0),1.12.0,BioC 2.9 (R-2.14),,,
twilight,"DifferentialExpression,Microarray,MultipleComparison,Software",,,GPL (>= 2),http://compdiag.molgen.mpg.de/software/twilight.shtml,"Biobase, graphics, grDevices, stats",,&nbsp;,"golubEsets(>= 1.4.2),vsn(>= 1.7.2)","R (>= 2.10), splines (>= 2.2.0), stats (>= 2.2.0),Biobase(>= 1.12.0)",1.42.0,BioC 1.6 (R-2.1) or earlier,OrderedList,OrderedList,
unifiedWMWqPCR,"DifferentialExpression,GeneExpression,MicrotitrePlateAssay,MultipleComparison,QualityControl,Software,Visualization,qPCR",,,GPL (>=2),,"BiocGenerics, stats, graphics,HTqPCR",,&nbsp;,,methods,1.2.0,BioC 2.14 (R-3.1),,,
vbmp,"Classification,Software",,,GPL (>= 2),http://bioinformatics.oxfordjournals.org/cgi/content/short/btm535v1,,,&nbsp;,"Biobase(>= 2.5.5),statmod",R (>= 2.10),1.34.0,BioC 2.1 (R-2.6),,,
viper,"FunctionalPrediction,GeneExpression,GeneRegulation,NetworkEnrichment,Software,SystemsBiology",,,GPL (>=2),,"mixtools, stats",,&nbsp;,bcellViper,"R (>= 2.14.0),Biobase, methods",1.2.0,BioC 2.14 (R-3.1),,,
vsn,"Microarray,OneChannel,Preprocessing,Software,TwoChannel",,,Artistic-2.0,http://www.r-project.orghttp://www.ebi.ac.uk/huber,"methods,affy(>= 1.23.4),limma,lattice","adSplit,beadarray,BiocCaseStudies,cellHTS,DESeq,DESeq2,estrogen,ggbio,GlobalAncova,globaltest,limma,lumi,PAA,twilight",&nbsp;,"affydata,hgu95av2cdf","R (>= 2.10),Biobase(>= 2.5.5)",3.34.0,BioC 1.6 (R-2.1) or earlier,"arrayQualityMetrics,imageHTS,LVSmiRNA,metaseqR,MSnbase,pvca,Ringo,tilingArray","affyPara,cellHTS2,MmPalateMiRNA,webbioc",
vtpnet,"Network,Software",,,Artistic-2.0,,,,&nbsp;,"MotifDb,VariantAnnotation,Rgraphviz","R (>= 3.0.0),graph,GenomicRanges,gwascat,doParallel,foreach",0.6.0,BioC 2.13 (R-3.0),,,
wateRmelon,"DNAMethylation,Microarray,Preprocessing,QualityControl,Software,TwoChannel","minfi,methylumi, IMA",,GPL-3,,,,&nbsp;,RPMM,"R (>= 2.10),limma, methods,matrixStats,methylumi,lumi,ROC,IlluminaHumanMethylation450kanno.ilmn12.hg19",1.6.0,BioC 2.12 (R-3.0),ChAMP,,
wavClusteR,"Sequencing,Software",doMC,,GPL-2,,"Biostrings,foreach,GenomicFeatures,ggplot2,Hmisc,IRanges,mclust,rtracklayer,seqinr,stringr,wmtsa",,&nbsp;,BSgenome.Hsapiens.UCSC.hg19,"R (>= 3.0.0),GenomicRanges,Rsamtools",2.0.0,BioC 3.0 (R-3.1),,,
