,biocViews,Enhances,LinkingTo,License,URL,Imports,Suggests Me,Suggests,Depends,Version,SystemRequirements,Imports Me,Depends On Me
pd.rn.u34,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rusgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rusgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.s.aureus,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.soybean,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.soygene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.soygene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.sugar.cane,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.tomato,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.u133.x3p,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.vitis.vinifera,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.wheat,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.x.laevis.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.x.tropicalis,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.xenopus.laevis,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.yeast.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.yg.s98,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.zebgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.zebgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.zebrafish,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pedbarrayv10.db,"AnnotationData,ChipDb,FHCRC Nelson LabChip,Homo_sapiens,pedbarrayv10",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Hs.eg.db(>= 3.0.0)",3.0.0,,,
pedbarrayv9.db,"AnnotationData,ChipDb,FHCRC Nelson LabChip,Homo_sapiens,pedbarrayv9",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Hs.eg.db(>= 3.0.0)",3.0.0,,,
phastCons100way.UCSC.hg19,"AnnotationData,Genetics,Homo_sapiens,PhastConsDb",,,Artistic-2.0,,"utils,IRanges,GenomicRanges,BSgenome",VariantFiltering,,"R (>= 3.0.0),VariantFiltering(>= 1.2.4)",3.0.0,,,
pig.db0,"AnnotationData,Sus_scrofa,db0",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)",3.0.0,,,
plasmodiumanophelescdf,"AffymetrixChip,AnnotationData,Anopheles_gambiae,Plasmodium_falciparum,cdf,plasmodiumanopheles",,,LGPL,,AnnotationDbi,altcdfenvs,,utils,2.15.0,,,
plasmodiumanophelesprobe,"AffymetrixChip,AnnotationData,Anopheles_gambiae,Plasmodium_falciparum,plasmodiumanopheles,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
poplarcdf,"AffymetrixChip,AnnotationData,Populus_sp,cdf,poplar",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
poplarprobe,"AffymetrixChip,AnnotationData,Populus_sp,poplar,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
porcine.db,"AffymetrixChip,AnnotationData,ChipDb,Sus_scrofa,porcine",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Ss.eg.db(>= 3.0.0)",3.0.0,,,
porcinecdf,"AffymetrixChip,AnnotationData,Sus_scrofa,cdf,porcine",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
porcineprobe,"AffymetrixChip,AnnotationData,Sus_scrofa,porcine,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
primeviewcdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,primeview",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
primeviewprobe,"AffymetrixChip,AnnotationData,Homo_sapiens,primeview,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
r10kcod.db,"AnnotationData,ChipDb,CodelinkChip,Rattus_norvegicus,r10kcod",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rae230a.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,rae230a",,,Artistic-2.0,,"methods,AnnotationDbi",annotate,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rae230acdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,rae230a",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rae230aprobe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,rae230a",,,LGPL,,,annotate,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
rae230b.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,rae230b",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rae230bcdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,rae230b",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rae230bprobe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,rae230b",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
raex10stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,raex10stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
raex10sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,raex10sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
ragene10stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,ragene10stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
ragene10sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,ragene10sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",oneChannelGUI,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
ragene10stv1cdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,ragene10stv1",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
ragene10stv1probe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,ragene10stv1",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
ragene11stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,ragene11stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
ragene11sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,ragene11sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
ragene20stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,ragene20stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
ragene20sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,ragene20sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
ragene21stprobeset.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,ragene21stprobeset",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
ragene21sttranscriptcluster.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,ragene21sttranscriptcluster",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.18),org.Rn.eg.db(>= 3.0.0)",8.2.0,,,
rat.db0,"AnnotationData,Rattus_norvegicus,db0",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.15)",3.0.0,,,
rat2302.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,rat2302",,,Artistic-2.0,,"methods,AnnotationDbi",pcaGoPromoter,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rat2302cdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,rat2302",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rat2302probe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,rat2302",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
ratCHRLOC,"AnnotationData,FunctionalAnnotation,Rattus_norvegicus",,,"The Artistic License, Version 2.0",,,,,R (>= 2.7.0),2.1.6,,,
rattoxfxcdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,rattoxfx",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rattoxfxprobe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,rattoxfx",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
reactome.db,"AnnotationData,FunctionalAnnotation",,,CC BY-NC 3.0,,"methods,AnnotationDbi","AnnotationDbi,ChIPpeakAnno,FGNet,gCMAP,GeneAnswers,MLP,neaGUI,safe",,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)",1.48.0,,ReactomePA,
rgu34a.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,rgu34a",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rgu34acdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,rgu34a",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rgu34aprobe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,rgu34a",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
rgu34b.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,rgu34b",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rgu34bcdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,rgu34b",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rgu34bprobe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,rgu34b",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
rgu34c.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,rgu34c",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rgu34ccdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,rgu34c",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rgu34cprobe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,rgu34c",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
rguatlas4k.db,"AnnotationData,ChipDb,ClontechChip,Rattus_norvegicus,rguatlas4k",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rgug4105a.db,"AgilentChip,AnnotationData,ChipDb,Rattus_norvegicus,rgug4105a",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rgug4130a.db,"AgilentChip,AnnotationData,ChipDb,Rattus_norvegicus,rgug4130a",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rgug4131a.db,"AgilentChip,AnnotationData,ChipDb,Rattus_norvegicus,rgug4131a",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rhesus.db0,"AnnotationData,Macaca_Mulatta,db0",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.7.0)",3.0.0,,,
rhesuscdf,"AffymetrixChip,AnnotationData,Macaca_mulatta,cdf,rhesus",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rhesusprobe,"AffymetrixChip,AnnotationData,Macaca_mulatta,probe,rhesus",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
ri16cod.db,"AnnotationData,ChipDb,CodelinkChip,Rattus_norvegicus,ri16cod",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
ricecdf,"AffymetrixChip,AnnotationData,Oryza_sp,cdf,rice",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
riceprobe,"AffymetrixChip,AnnotationData,Oryza_sp,probe,rice",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
rnu34.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,rnu34",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rnu34cdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,rnu34",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rnu34probe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,rnu34",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
rtu34.db,"AffymetrixChip,AnnotationData,ChipDb,Rattus_norvegicus,rtu34",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
rtu34cdf,"AffymetrixChip,AnnotationData,Rattus_norvegicus,cdf,rtu34",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
rtu34probe,"AffymetrixChip,AnnotationData,Rattus_norvegicus,probe,rtu34",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
rwgcod.db,"AnnotationData,ChipDb,CodelinkChip,Rattus_norvegicus,rwgcod",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.16),org.Rn.eg.db(>= 3.0.0)",3.0.0,,,
saureuscdf,"AffymetrixChip,AnnotationData,Staphylococcus_aureus,cdf,saureus",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
saureusprobe,"AffymetrixChip,AnnotationData,Staphylococcus_aureus,probe,saureus",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
soybeancdf,"AffymetrixChip,AnnotationData,Heterodera_glycines,Phytophthora_sojae,cdf,soybean",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
soybeanprobe,"AffymetrixChip,AnnotationData,Heterodera_glycines,Phytophthora_sojae,probe,soybean",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
sugarcanecdf,"AffymetrixChip,AnnotationData,Saccharum_officinarum,cdf,sugarcane",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
sugarcaneprobe,"AffymetrixChip,AnnotationData,Saccharum_officinarum,probe,sugarcane",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
targetscan.Hs.eg.db,"AnnotationData,FunctionalAnnotation",,,file LICENSE,,"methods,AnnotationDbi",eisa,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.18.3)",0.6.1,,,
targetscan.Mm.eg.db,"AnnotationData,FunctionalAnnotation",,,file LICENSE,,"methods,AnnotationDbi",MmPalateMiRNA,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.18.3)",0.6.1,,,
test1cdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,test1",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
test2cdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,test2",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
test3cdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,test3",,,LGPL,,AnnotationDbi,AffyExpress,,utils,2.15.0,,,
test3probe,"AffymetrixChip,AnnotationData,Homo_sapiens,probe,test3",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
tomatocdf,"AffymetrixChip,AnnotationData,Solanum_lycopersicum,cdf,tomato",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
tomatoprobe,"AffymetrixChip,AnnotationData,Solanum_lycopersicum,probe,tomato",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
u133aaofav2cdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,u133aaofav2",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
u133x3p.db,"AffymetrixChip,AnnotationData,ChipDb,Homo_sapiens,u133x3p",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Hs.eg.db(>= 3.0.0)",3.0.0,,,
u133x3pcdf,"AffymetrixChip,AnnotationData,Homo_sapiens,cdf,u133x3p",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
u133x3pprobe,"AffymetrixChip,AnnotationData,Homo_sapiens,probe,u133x3p",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
vitisviniferacdf,"AffymetrixChip,AnnotationData,Vitis_vinifera,cdf,vitisvinifera",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
vitisviniferaprobe,"AffymetrixChip,AnnotationData,Vitis_vinifera,probe,vitisvinifera",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
wheatcdf,"Aegilops_tauschii,AffymetrixChip,AnnotationData,Triticum_sp,cdf,wheat",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
wheatprobe,"Aegilops_tauschii,AffymetrixChip,AnnotationData,Triticum_sp,probe,wheat",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
worm.db0,"AnnotationData,Caenorhabditis_elegans,db0",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)",3.0.0,,,
xenopus.db0,"AnnotationData,Xenopus_laevis,db0",,,"The Artistic License, Version 2.0",,"methods,AnnotationDbi",,,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.7.0)",3.0.0,,,
xenopuslaeviscdf,"AffymetrixChip,AnnotationData,Xenopis_laevis,cdf,xenopuslaevis",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
xenopuslaevisprobe,"AffymetrixChip,AnnotationData,Xenopis_laevis,probe,xenopuslaevis",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
xlaevis.db,"AffymetrixChip,AnnotationData,ChipDb,Xenopus_laevis,xlaevis",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15),org.Xl.eg.db(>= 3.0.0)",3.0.0,,,
xlaevis2cdf,"AffymetrixChip,AnnotationData,Xenopis_tropicalis,cdf,xlaevis2",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
xlaevis2probe,"AffymetrixChip,AnnotationData,Xenopis_laevis,probe,xlaevis2",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
xtropicaliscdf,"AffymetrixChip,AnnotationData,Xenopis_laevis,cdf,xtropicalis",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
xtropicalisprobe,"AffymetrixChip,AnnotationData,Xenopus_tropicalis,probe,xtropicalis",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
ye6100subacdf,"AffymetrixChip,AnnotationData,Saccharomyces_cerevisiae,cdf,ye6100suba",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
ye6100subbcdf,"AffymetrixChip,AnnotationData,Saccharomyces_cerevisiae,cdf,ye6100subb",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
